seed,regime,output,fixed_var,fixed_value,repeat,method,n_train,n_test,rmse,mae,r2
62,noisy,Output1,X1,2.0,36,rbf,9,3,0.1674204067153031,0.13043630189229471,0.9402099166468874
62,noisy,Output1,X1,2.0,37,rbf,9,3,0.20756525272896834,0.17912387765707857,0.435815784108487
62,noisy,Output1,X1,2.0,38,cubic,9,3,0.0967121760486629,0.09232738262385383,0.9458847968084663
62,noisy,Output1,X1,2.0,38,rbf,9,3,0.08552082830018326,0.0625622454201551,0.9576843730053498
62,noisy,Output1,X1,2.0,39,rbf,9,3,0.2684995003994645,0.22141073199099578,0.3786396881282692
62,noisy,Output1,X2,0.5,0,rbf,9,3,0.084994437689435,0.0721179235120439,0.9930488666993461
62,noisy,Output1,X2,0.5,1,rbf,9,3,0.09647757803244565,0.07064045021814873,0.9931578327133064
62,noisy,Output1,X2,0.5,2,rbf,9,3,0.1800898719774853,0.1580103887965556,0.9794803959075423
62,noisy,Output1,X2,0.5,3,rbf,9,3,0.0733161984783465,0.06632759559319175,0.9964750731419536
62,noisy,Output1,X2,0.5,4,rbf,9,3,0.23726482084848355,0.19752722970585865,0.844490866600478
62,noisy,Output1,X2,0.5,5,cubic,9,3,0.14569475681524707,0.13259954944433816,0.954724700692949
62,noisy,Output1,X2,0.5,5,rbf,9,3,0.0576838164064275,0.04940125133021859,0.9929028913143025
62,noisy,Output1,X2,0.5,6,rbf,9,3,0.25993643670975114,0.20258877195396505,0.9517842745092272
62,noisy,Output1,X2,0.5,7,rbf,9,3,0.038922962696765186,0.030124460572226064,0.9985422387993206
62,noisy,Output1,X2,0.5,8,rbf,9,3,0.0678020854052688,0.04568941748363128,0.995679721228288
62,noisy,Output1,X2,0.5,9,rbf,9,3,0.26146242106350664,0.23283378835755678,0.9722540330613908
62,noisy,Output1,X2,0.5,10,rbf,9,3,0.23726482084847014,0.19752722970584946,0.8444908666004957
62,noisy,Output1,X2,0.5,11,cubic,9,3,0.01755997252778532,0.016474217259676422,0.9987881762894398
62,noisy,Output1,X2,0.5,11,rbf,9,3,0.05521877812839622,0.051484184882625815,0.9880170053274617
62,noisy,Output1,X2,0.5,12,rbf,9,3,0.11844540361104954,0.10148474146981883,0.9965668574493584
62,noisy,Output1,X2,0.5,13,rbf,9,3,0.11844540361104208,0.10148474146980817,0.9965668574493588
62,noisy,Output1,X2,0.5,14,rbf,9,3,0.15227656467975667,0.12922103903785334,0.9850730552948558
62,noisy,Output1,X2,0.5,15,rbf,9,3,0.04566248907020361,0.02975717104233026,0.9985686460437435
62,noisy,Output1,X2,0.5,16,rbf,9,3,0.13770325054341742,0.12456866112065634,0.9904105877324743
62,noisy,Output1,X2,0.5,17,rbf,9,3,0.23780539234923562,0.2299038724226354,0.9796415469916824
62,noisy,Output1,X2,0.5,18,rbf,9,3,0.1382583414241926,0.12206499154548826,0.9639323833673141
62,noisy,Output1,X2,0.5,19,rbf,9,3,0.054002074222935015,0.05256748537071217,0.9989445784495504
62,noisy,Output1,X2,0.5,20,cubic,9,3,0.10353849504938094,0.10181037468719907,0.9797537814800024
62,noisy,Output1,X2,0.5,20,rbf,9,3,0.09883926201894251,0.08394144429178903,0.9815498792919911
62,noisy,Output1,X2,0.5,21,rbf,9,3,0.10856735749458542,0.09234367481121286,0.9944600288516414
62,noisy,Output1,X2,0.5,22,rbf,9,3,0.25864359533324643,0.2522300840728828,0.4962304490501346
62,noisy,Output1,X2,0.5,23,rbf,9,3,0.12639581112393422,0.11749368058167227,0.9504836916488095
62,noisy,Output1,X2,0.5,24,rbf,9,3,0.12508564497137364,0.11285072315999356,0.9704777329839349
62,noisy,Output1,X2,0.5,25,cubic,9,3,0.02118139906751781,0.017626814872822767,0.9993170930503483
62,noisy,Output1,X2,0.5,25,rbf,9,3,0.04672351988223927,0.03999898455980011,0.996677053475374
62,noisy,Output1,X2,0.5,26,rbf,9,3,0.11307701088153223,0.09767883118775145,0.996076804739166
62,noisy,Output1,X2,0.5,27,rbf,9,3,0.10776078877593612,0.08115014775677802,0.9954441459012172
62,noisy,Output1,X2,0.5,28,rbf,9,3,0.15593601591273368,0.1303163946277077,0.9919720336965823
62,noisy,Output1,X2,0.5,29,rbf,9,3,0.11579799301726232,0.07769181389403497,0.9745443953569308
62,noisy,Output1,X2,0.5,30,cubic,9,3,0.03513458976358823,0.029592626744973167,0.9991833564684516
62,noisy,Output1,X2,0.5,30,rbf,9,3,0.10157283707411355,0.08485444177919017,0.993174760137369
62,noisy,Output1,X2,0.5,31,rbf,9,3,0.06988304330550456,0.06637587910363074,0.9960495918049019
62,noisy,Output1,X2,0.5,32,rbf,9,3,0.09970519216895567,0.09530747564098947,0.9972625122689056
62,noisy,Output1,X2,0.5,33,cubic,9,3,0.15553959814668905,0.1532280653593201,0.9344257004257169
62,noisy,Output1,X2,0.5,33,rbf,9,3,0.21436824266934276,0.20288190838468267,0.8754417176396199
62,noisy,Output1,X2,0.5,34,rbf,9,3,0.08023865492169235,0.07940367572166525,0.9350615846735449
62,noisy,Output1,X2,0.5,35,rbf,9,3,0.2695344816368248,0.2687008689613262,0.9550415942098404
62,noisy,Output1,X2,0.5,36,rbf,9,3,0.20904610450393377,0.18913920306180607,0.9419688568469283
62,noisy,Output1,X2,0.5,37,rbf,9,3,0.11121622059547635,0.09055293755890133,0.9736153532334912
62,noisy,Output1,X2,0.5,38,cubic,9,3,0.03507445680151268,0.02952498411560763,0.999186149452305
62,noisy,Output1,X2,0.5,38,rbf,9,3,0.10157283707410952,0.08485444177919195,0.9931747601373695
62,noisy,Output1,X2,0.5,39,rbf,9,3,0.11121622059547553,0.09055293755890148,0.9736153532334917
62,noisy,Output1,X2,0.8333333333333333,0,cubic,9,3,0.1122321818124555,0.11070449950950582,0.9762110630557876
62,noisy,Output1,X2,0.8333333333333333,0,rbf,9,3,0.20699954471870102,0.15301157561133039,0.9190756901722192
62,noisy,Output1,X2,0.8333333333333333,1,rbf,9,3,0.21854628110470553,0.20799518506088344,0.948505194039827
62,noisy,Output1,X2,0.8333333333333333,2,cubic,9,3,0.10605340487051207,0.09593139689432162,0.9864618002593113
62,noisy,Output1,X2,0.8333333333333333,2,rbf,9,3,0.21345285031363792,0.19943552551152433,0.9451577073585802
62,noisy,Output1,X2,0.8333333333333333,3,rbf,9,3,0.08719167770295458,0.07042248772293869,0.9928554359152779
62,noisy,Output1,X2,0.8333333333333333,4,cubic,9,3,0.09377093264001916,0.06702903077263504,0.9242132964468687
62,noisy,Output1,X2,0.8333333333333333,4,rbf,9,3,0.13160809784602184,0.11632629833532822,0.8507130756329121
62,noisy,Output1,X2,0.8333333333333333,5,rbf,9,3,0.21854628110470894,0.20799518506088344,0.9485051940398254
62,noisy,Output1,X2,0.8333333333333333,6,rbf,9,3,0.18143747149153014,0.17039188257450885,0.982928371732767
62,noisy,Output1,X2,0.8333333333333333,7,cubic,9,3,0.0619566776643665,0.05809497244830849,0.9933309535497069
62,noisy,Output1,X2,0.8333333333333333,7,rbf,9,3,0.11927407018729017,0.09547589514195771,0.975283920753322
62,noisy,Output1,X2,0.8333333333333333,8,rbf,9,3,0.13977513296678867,0.1314498329955196,0.9796619353601901
62,noisy,Output1,X2,0.8333333333333333,9,rbf,9,3,0.17431929948889086,0.16146220676206605,0.8370146686157074
62,noisy,Output1,X2,0.8333333333333333,10,rbf,9,3,0.25504196027111226,0.21864643971269318,0.9234008704841015
62,noisy,Output1,X2,0.8333333333333333,11,rbf,9,3,0.0672984691898067,0.0672809961386062,0.9982148039537266
62,noisy,Output1,X2,0.8333333333333333,12,rbf,9,3,0.1877652908057883,0.18317517755666923,0.9773047270061379
62,noisy,Output1,X2,0.8333333333333333,13,rbf,9,3,0.16087137890004888,0.12943800275379816,0.9906489939402251
62,noisy,Output1,X2,0.8333333333333333,14,cubic,9,3,0.18375629263730048,0.16909005524128803,0.9800465492332254
62,noisy,Output1,X2,0.8333333333333333,14,rbf,9,3,0.2201544781233469,0.21642266742785013,0.9713589707397594
62,noisy,Output1,X2,0.8333333333333333,15,rbf,9,3,0.1441279511445345,0.14215999407840307,0.8962272292620772
62,noisy,Output1,X2,0.8333333333333333,16,cubic,9,3,0.10030559758335023,0.08478282047504863,0.9871612689297093
62,noisy,Output1,X2,0.8333333333333333,16,rbf,9,3,0.19846499270303444,0.18560986166707347,0.9497380206159524
62,noisy,Output1,X2,0.8333333333333333,17,rbf,9,3,0.13100834382930437,0.10952408746392066,0.9887449314037735
62,noisy,Output1,X2,0.8333333333333333,18,cubic,9,3,0.1382065194257589,0.11734458910952801,0.9831680498456835
62,noisy,Output1,X2,0.8333333333333333,18,rbf,9,3,0.22857669369571468,0.19762639766737836,0.9539593687482469
62,noisy,Output1,X2,0.8333333333333333,19,rbf,9,3,0.17436531777280692,0.16246943926604315,0.9426339468844496
62,noisy,Output1,X2,0.8333333333333333,20,cubic,9,3,0.12370730694449848,0.10653439472567101,0.9033895738358371
62,noisy,Output1,X2,0.8333333333333333,20,rbf,9,3,0.18965550089901442,0.14690761258665605,0.7729276888404872
62,noisy,Output1,X2,0.8333333333333333,21,rbf,9,3,0.14351365432764634,0.14095474554154505,0.9229333442919105
62,noisy,Output1,X2,0.8333333333333333,22,rbf,9,3,0.14620043321712012,0.11316938404841181,0.9875933247343298
62,noisy,Output1,X2,0.8333333333333333,23,cubic,9,3,0.11724202774077933,0.10981363576326952,0.981745530995155
62,noisy,Output1,X2,0.8333333333333333,23,rbf,9,3,0.07607173429380733,0.05884626962543008,0.9923149057645321
62,noisy,Output1,X2,0.8333333333333333,24,rbf,9,3,0.23197120962016213,0.21716078405357594,0.9687144186656854
62,noisy,Output1,X2,0.8333333333333333,25,rbf,9,3,0.17357759740469428,0.1611931003701613,0.9799956419959842
62,noisy,Output1,X2,0.8333333333333333,26,rbf,9,3,0.25504196027112813,0.2186464397126929,0.9234008704840919
62,noisy,Output1,X2,0.8333333333333333,27,rbf,9,3,0.1285640716492088,0.12434908150257347,0.9937468210595316
62,noisy,Output1,X2,0.8333333333333333,28,rbf,9,3,0.25689520624678963,0.25645800338332475,0.9592374523607239
62,noisy,Output1,X2,0.8333333333333333,29,cubic,9,3,0.12370721296138927,0.10653431718718294,0.9033897206298301
62,noisy,Output1,X2,0.8333333333333333,29,rbf,9,3,0.18965550089900704,0.14690761258664775,0.772927688840505
62,noisy,Output1,X2,0.8333333333333333,30,rbf,9,3,0.16102389833982733,0.1267012963075104,0.9440380271130933
62,noisy,Output1,X2,0.8333333333333333,31,rbf,9,3,0.11783495646476226,0.10354770159095701,0.9619655072869363
62,noisy,Output1,X2,0.8333333333333333,32,rbf,9,3,0.17982417046834775,0.16660887630718188,0.7257272861114935
62,noisy,Output1,X2,0.8333333333333333,33,cubic,9,3,0.09660207510247801,0.07149143154348343,0.985795525931197
62,noisy,Output1,X2,0.8333333333333333,33,rbf,9,3,0.12974826827718877,0.11411421935750814,0.974375500740349
62,noisy,Output1,X2,0.8333333333333333,34,rbf,9,3,0.06729846918981047,0.06728099613860976,0.9982148039537264
62,noisy,Output1,X2,0.8333333333333333,35,cubic,9,3,0.11143182244593648,0.088064635248013,0.9763060905732279
62,noisy,Output1,X2,0.8333333333333333,35,rbf,9,3,0.08545665397610153,0.058554416019493814,0.9860649020551583
62,noisy,Output1,X2,0.8333333333333333,36,cubic,9,3,0.1195955503596129,0.11201930172704684,0.9810557969496914
62,noisy,Output1,X2,0.8333333333333333,36,rbf,9,3,0.14974345057392818,0.1386934835529828,0.9703009902126822
62,noisy,Output1,X2,0.8333333333333333,37,cubic,9,3,0.13841377120142656,0.13790567601015838,0.9873721037699562
62,noisy,Output1,X2,0.8333333333333333,37,rbf,9,3,0.18486096459834986,0.18345379592800182,0.9774751021037095
62,noisy,Output1,X2,0.8333333333333333,38,rbf,9,3,0.11376599546930831,0.10808955505785711,0.995238046112678
62,noisy,Output1,X2,0.8333333333333333,39,rbf,9,3,0.1524636734326511,0.14002735612033165,0.969180468829303
62,noisy,Output1,X2,1.1666666666666665,0,rbf,9,3,0.22667895233768282,0.18335261785128468,0.9506532276474725
62,noisy,Output1,X2,1.1666666666666665,1,cubic,9,3,0.11820100506685666,0.10372471931643339,0.9877113544264656
62,noisy,Output1,X2,1.1666666666666665,1,rbf,9,3,0.12873679854914274,0.10127234858872673,0.9854230357244629
62,noisy,Output1,X2,1.1666666666666665,2,cubic,9,3,0.19606545912705597,0.17202801385105002,0.9661249801806806
62,noisy,Output1,X2,1.1666666666666665,2,rbf,9,3,0.48292986508411384,0.3982887476195991,0.7944840637611701
62,noisy,Output1,X2,1.1666666666666665,3,cubic,9,3,0.08342310568327535,0.07798436001512732,0.9519560169909446
62,noisy,Output1,X2,1.1666666666666665,3,rbf,9,3,0.10588432488230151,0.1047293110199951,0.922602017372524
62,noisy,Output1,X2,1.1666666666666665,4,rbf,9,3,0.46284346442504254,0.4287054467493469,0.46220082439104404
62,noisy,Output1,X2,1.1666666666666665,5,rbf,9,3,0.23204586533177335,0.18754731386007858,0.9792154076293456
62,noisy,Output1,X2,1.1666666666666665,6,rbf,9,3,0.044327095212912566,0.04357762573774974,0.999225513075109
62,noisy,Output1,X2,1.1666666666666665,7,rbf,9,3,0.14316794133866254,0.11261937173035468,0.9864897320774024
62,noisy,Output1,X2,1.1666666666666665,8,rbf,9,3,0.1429779809978167,0.12309859885398404,0.9918888353876806
62,noisy,Output1,X2,1.1666666666666665,9,rbf,9,3,0.2283532651247496,0.21616728972842184,0.9860004288333591
62,noisy,Output1,X2,1.1666666666666665,10,rbf,9,3,0.14316794133868369,0.11261937173035468,0.9864897320773984
62,noisy,Output1,X2,1.1666666666666665,11,cubic,9,3,0.1502351995037485,0.15014645626313858,0.888183379574826
62,noisy,Output1,X2,1.1666666666666665,11,rbf,9,3,0.15072330045821755,0.12422708977664924,0.8874556345647208
62,noisy,Output1,X2,1.1666666666666665,12,rbf,9,3,0.4800572515903116,0.45221245288638395,-0.45485382915717554
62,noisy,Output1,X2,1.1666666666666665,13,rbf,9,3,0.2615780096101603,0.16512324629904862,0.9722294955015425
62,noisy,Output1,X2,1.1666666666666665,14,rbf,9,3,0.14509011752450987,0.13981171919511345,0.9347532984877681
62,noisy,Output1,X2,1.1666666666666665,15,rbf,9,3,0.3036382477358017,0.26651769240490397,0.9612146298271385
62,noisy,Output1,X2,1.1666666666666665,16,rbf,9,3,0.2828180570013696,0.1839391906819897,0.9230357794364299
62,noisy,Output1,X2,1.1666666666666665,17,rbf,9,3,0.2732705901522328,0.23226072708428833,0.8691617457196077
62,noisy,Output1,X2,1.1666666666666665,18,cubic,9,3,0.14762448772686493,0.14302879864222792,0.8903393206229335
62,noisy,Output1,X2,1.1666666666666665,18,rbf,9,3,0.23328702949578098,0.1956014289723269,0.7261483819437535
62,noisy,Output1,X2,1.1666666666666665,19,rbf,9,3,0.49582415096254057,0.4506327088121808,0.9068255964646821
62,noisy,Output1,X2,1.1666666666666665,20,rbf,9,3,0.22946723602868282,0.21972439814340902,0.964823954816554
62,noisy,Output1,X2,1.1666666666666665,21,rbf,9,3,0.46196770587176395,0.4413446717382043,0.7165997678230371
62,noisy,Output1,X2,1.1666666666666665,22,rbf,9,3,0.12312926342698768,0.10092528858858933,0.9713939876080798
62,noisy,Output1,X2,1.1666666666666665,23,cubic,9,3,0.05231444195870154,0.05110900482342403,0.9975049084739949
62,noisy,Output1,X2,1.1666666666666665,23,rbf,9,3,0.31625846688218273,0.28571519051976635,0.9088141166283972
62,noisy,Output1,X2,1.1666666666666665,24,rbf,9,3,0.2828180570013533,0.1839391906819944,0.9230357794364388
62,noisy,Output1,X2,1.1666666666666665,25,cubic,9,3,0.13464813038921422,0.12086472478551762,0.9613300029151397
62,noisy,Output1,X2,1.1666666666666665,25,rbf,9,3,0.01731722851232158,0.0149403271816273,0.999360367886599
62,noisy,Output1,X2,1.1666666666666665,26,rbf,9,3,0.22667895233767896,0.1833526178512752,0.9506532276474742
62,noisy,Output1,X2,1.1666666666666665,27,rbf,9,3,0.26049067996805253,0.19374100805404484,0.9606139457416204
62,noisy,Output1,X2,1.1666666666666665,28,rbf,9,3,0.2888680287573287,0.2597394848421626,0.8200005788552083
62,noisy,Output1,X2,1.1666666666666665,29,rbf,9,3,0.28990478616080007,0.2222919947783931,0.9784663797224871
62,noisy,Output1,X2,1.1666666666666665,30,rbf,9,3,0.2828180570013816,0.1839391906820015,0.9230357794364233
62,noisy,Output1,X2,1.1666666666666665,31,rbf,9,3,0.2022086419606261,0.193744899158248,0.9117505985426916
62,noisy,Output1,X2,1.1666666666666665,32,rbf,9,3,0.24971355727635786,0.166597646390558,0.791642172533633
62,noisy,Output1,X2,1.1666666666666665,33,rbf,9,3,0.13024444684676678,0.12269023229915647,0.9679923941264645
62,noisy,Output1,X2,1.1666666666666665,34,rbf,9,3,0.3474308888546479,0.31078691878548526,0.5483344967405119
62,noisy,Output1,X2,1.1666666666666665,35,rbf,9,3,0.16496106203313798,0.14328041208397257,-9.655680477738354
62,noisy,Output1,X2,1.1666666666666665,36,rbf,9,3,0.33765508082951307,0.30371698453679796,0.9568671456888532
62,noisy,Output1,X2,1.1666666666666665,37,cubic,9,3,0.11387615361836956,0.10176857573005534,0.888230804366776
62,noisy,Output1,X2,1.1666666666666665,37,rbf,9,3,0.16694709793578322,0.15205216006627179,0.7597771614870321
62,noisy,Output1,X2,1.1666666666666665,38,rbf,9,3,0.14297798099781853,0.12309859885398611,0.9918888353876804
62,noisy,Output1,X2,1.1666666666666665,39,rbf,9,3,0.30103956115201586,0.22841289734544187,0.9756881429507238
62,noisy,Output1,X2,1.5,0,rbf,9,3,0.45621266969626084,0.37920133980395904,0.42988296082429656
62,noisy,Output1,X2,1.5,1,cubic,9,3,0.14418824806946548,0.131181744120371,0.9551531563034469
62,noisy,Output1,X2,1.5,1,rbf,9,3,0.09927434199253726,0.0847482820523789,0.9787408357565748
62,noisy,Output1,X2,1.5,2,rbf,9,3,0.20947950088263725,0.18005727457844087,0.9772435749771786
62,noisy,Output1,X2,1.5,3,cubic,9,3,0.12270765285629849,0.10160153489630197,0.9927724582812556
62,noisy,Output1,X2,1.5,3,rbf,9,3,0.08792384706032977,0.08166946130706669,0.9962892587382973
62,noisy,Output1,X2,1.5,4,rbf,9,3,0.22484227233852067,0.1867275700752682,0.6238068263387821
62,noisy,Output1,X2,1.5,5,rbf,9,3,0.08459070860631658,0.07044555392839828,0.9974102943703531
62,noisy,Output1,X2,1.5,6,rbf,9,3,0.18134768224224654,0.13384914228560607,0.8884404796517175
62,noisy,Output1,X2,1.5,7,cubic,9,3,0.08133395563352554,0.06257541842062479,0.9920373894696225
62,noisy,Output1,X2,1.5,7,rbf,9,3,0.07674383656026228,0.06377242631353368,0.9929107760172553
62,noisy,Output1,X2,1.5,8,rbf,9,3,0.06383278850198834,0.04646305453647829,0.9974658293534023
62,noisy,Output1,X2,1.5,9,rbf,9,3,0.19074329427665557,0.14862600900650028,0.9679992440511483
62,noisy,Output1,X2,1.5,10,rbf,9,3,0.24144469366242838,0.24140866395883873,0.9843610957962449
62,noisy,Output1,X2,1.5,11,rbf,9,3,0.5832145999458153,0.5676066100339435,0.789506343352225
62,noisy,Output1,X2,1.5,12,rbf,9,3,0.1328564123813723,0.1270974825888791,0.9664921630202955
62,noisy,Output1,X2,1.5,13,rbf,9,3,0.3207777218361777,0.25401357871593316,0.9637313532406349
62,noisy,Output1,X2,1.5,14,rbf,9,3,0.16244610877640486,0.15813507626099543,0.8681726226189149
62,noisy,Output1,X2,1.5,15,rbf,9,3,0.1384248744785231,0.1241796087071263,0.994859572174258
62,noisy,Output1,X2,1.5,16,rbf,9,3,0.32077772183619,0.2540135787159509,0.9637313532406321
62,noisy,Output1,X2,1.5,17,rbf,9,3,0.07970342718959454,0.06284782361646297,0.996306568513172
62,noisy,Output1,X2,1.5,18,rbf,9,3,0.24144469366241805,0.2414086639588285,0.9843610957962462
62,noisy,Output1,X2,1.5,19,cubic,9,3,0.08133396101683514,0.06257543544067874,0.9920373884155682
62,noisy,Output1,X2,1.5,19,rbf,9,3,0.07674383656026093,0.06377242631353337,0.9929107760172555
62,noisy,Output1,X2,1.5,20,rbf,9,3,0.2756464321610007,0.2021329742733847,0.9527444335162374
62,noisy,Output1,X2,1.5,21,rbf,9,3,0.14553126336368527,0.10928363757841364,0.9292317955687726
62,noisy,Output1,X2,1.5,22,rbf,9,3,0.10914394729100098,0.09180732369763571,0.995485178544148
62,noisy,Output1,X2,1.5,23,rbf,9,3,0.20286971766779388,0.1412177368586273,0.966708542890606
62,noisy,Output1,X2,1.5,24,rbf,9,3,0.10209551443084469,0.09286495515675419,0.989149166021052
62,noisy,Output1,X2,1.5,25,rbf,9,3,0.1935884513250625,0.14326817274240936,0.9692461170172587
62,noisy,Output1,X2,1.5,26,cubic,9,3,0.12397160465173704,0.12223786006782629,0.9832761889529588
62,noisy,Output1,X2,1.5,26,rbf,9,3,0.07626355956587198,0.06233538273342987,0.9936711478427641
62,noisy,Output1,X2,1.5,27,cubic,9,3,0.09158640614969708,0.08221238376701671,0.9819060165748614
62,noisy,Output1,X2,1.5,27,rbf,9,3,0.08013691146667166,0.06725236277552742,0.9861472067129963
62,noisy,Output1,X2,1.5,28,rbf,9,3,0.24355924099024517,0.21620758274065097,0.972118367904623
62,noisy,Output1,X2,1.5,29,rbf,9,3,0.1810488979920429,0.15104731168403016,0.9425697478738337
62,noisy,Output1,X2,1.5,30,cubic,9,3,0.15821674673835134,0.15413490353257733,0.9854460474207242
62,noisy,Output1,X2,1.5,30,rbf,9,3,0.1037839698962601,0.0968042574870142,0.9937376604296325
62,noisy,Output1,X2,1.5,31,rbf,9,3,0.6635294099790291,0.5186348213743267,0.707844199777433
62,noisy,Output1,X2,1.5,32,rbf,9,3,0.1810488979920257,0.15104731168401742,0.9425697478738447
62,noisy,Output1,X2,1.5,33,rbf,9,3,0.32077772183619285,0.2540135787159367,0.9637313532406314
62,noisy,Output1,X2,1.5,34,cubic,9,3,0.14522885373801703,0.1384464365923083,0.9832019627131905
62,noisy,Output1,X2,1.5,34,rbf,9,3,0.10829249066522506,0.10648930975145543,0.9906599455837427
62,noisy,Output1,X2,1.5,35,rbf,9,3,0.20039971542404594,0.1692818333248575,0.873575378714852
62,noisy,Output1,X2,1.5,36,rbf,9,3,0.15817172498854293,0.1205241647450747,0.9894752281618905
62,noisy,Output1,X2,1.5,37,rbf,9,3,0.5832145999458574,0.5676066100339909,0.7895063433521946
62,noisy,Output1,X2,1.5,38,rbf,9,3,0.45463911005799457,0.3586543912898783,0.4290175150234874
62,noisy,Output1,X2,1.5,39,cubic,9,3,0.15221968850629264,0.14874316885715602,0.8537233685932526
62,noisy,Output1,X2,1.5,39,rbf,9,3,0.10333820978684148,0.10150199543865372,0.9325852140485332
62,noisy,Output1,X3,2.0,0,cubic,12,4,0.017070894407884445,0.012185545074562376,0.9990810841729754
62,noisy,Output1,X3,2.0,0,rbf,12,4,0.06378248824746657,0.05384797523809892,0.9871717889880255
62,noisy,Output1,X3,2.0,1,rbf,12,4,0.19157652121838015,0.15497358393131067,0.9711900507129928
62,noisy,Output1,X3,2.0,2,rbf,12,4,0.1828221935871083,0.15175024187036645,0.9292198611265838
62,noisy,Output1,X3,2.0,3,rbf,12,4,0.05802618609130531,0.05115597785076065,0.9981470566450512
62,noisy,Output1,X3,2.0,4,cubic,12,4,0.05696834544812473,0.04824511363572148,0.9974290779165688
62,noisy,Output1,X3,2.0,4,rbf,12,4,0.08597038693800522,0.07032975341850767,0.9941451002263874
62,noisy,Output1,X3,2.0,5,rbf,12,4,0.23054652301866316,0.1957858577710354,0.9662826224857124
62,noisy,Output1,X3,2.0,6,rbf,12,4,0.060157694875264504,0.0442303502803445,0.998280734261178
62,noisy,Output1,X3,2.0,7,rbf,12,4,0.2208810740311508,0.1947736509376743,0.9163626590883062
62,noisy,Output1,X3,2.0,8,rbf,12,4,0.17129980732210898,0.1262187893450304,0.9807055623088712
62,noisy,Output1,X3,2.0,9,rbf,12,4,0.09276852907142794,0.09088243710498123,0.9966596657735984
62,noisy,Output1,X3,2.0,10,cubic,12,4,0.02245125030383526,0.016465910052668398,0.9992542694090111
62,noisy,Output1,X3,2.0,10,rbf,12,4,0.057431006167296364,0.04870993472729479,0.995120293004193
62,noisy,Output1,X3,2.0,11,rbf,12,4,0.10321943085957994,0.08385729059070823,0.9914765992744196
62,noisy,Output1,X3,2.0,12,rbf,12,4,0.181790610230443,0.1782829028368862,0.7620556530307107
62,noisy,Output1,X3,2.0,13,rbf,12,4,0.1467980772069536,0.10233409712139152,0.9899248270522115
62,noisy,Output1,X3,2.0,14,rbf,12,4,0.23054652301859785,0.19578585777097235,0.9662826224857316
62,noisy,Output1,X3,2.0,15,rbf,12,4,0.21082586847483614,0.19147967428940116,0.9634492254591708
62,noisy,Output1,X3,2.0,16,cubic,12,4,0.021779558352479363,0.0169026381194487,0.9996804799823339
62,noisy,Output1,X3,2.0,16,rbf,12,4,0.02895480482572941,0.021464520448652324,0.9994352695341191
62,noisy,Output1,X3,2.0,17,rbf,12,4,0.26669320531181007,0.21675506574820036,0.8463694259595075
62,noisy,Output1,X3,2.0,18,cubic,12,4,0.06548390107671088,0.061922819356206804,0.9917667687035691
62,noisy,Output1,X3,2.0,18,rbf,12,4,0.055647561497984936,0.05027147256643705,0.9940544298867098
62,noisy,Output1,X3,2.0,19,rbf,12,4,0.1327122194647558,0.10530117344045742,0.9900714036446024
62,noisy,Output1,X3,2.0,20,rbf,12,4,0.131287669012739,0.1102771070810491,0.9846892105297472
62,noisy,Output1,X3,2.0,21,cubic,12,4,0.13252786055759425,0.1070979602257135,0.9558866871397884
62,noisy,Output1,X3,2.0,21,rbf,12,4,0.11460680093932837,0.062467248865143654,0.9670104736575102
62,noisy,Output1,X3,2.0,22,cubic,12,4,0.06525765036401049,0.057733343819156624,0.9945409545335145
62,noisy,Output1,X3,2.0,22,rbf,12,4,0.07223706389348085,0.06503980822855748,0.993310802525879
62,noisy,Output1,X3,2.0,23,rbf,12,4,0.12303661211439655,0.09608231669991585,0.9939447968317646
62,noisy,Output1,X3,2.0,24,rbf,12,4,0.1741225345420328,0.1524810829271963,0.8389631986975307
62,noisy,Output1,X3,2.0,25,cubic,12,4,0.05621556065637725,0.048767696952506934,0.9962494457135124
62,noisy,Output1,X3,2.0,25,rbf,12,4,0.07178618174036384,0.06565222633909751,0.9938840479560775
62,noisy,Output1,X3,2.0,26,rbf,12,4,0.13808678148560258,0.11542937808575404,0.9779945902489011
62,noisy,Output1,X3,2.0,27,cubic,12,4,0.025354540729937355,0.017986573664326877,0.9993923142630405
62,noisy,Output1,X3,2.0,27,rbf,12,4,0.06761474148208144,0.04686335383420004,0.9956783426460011
62,noisy,Output1,X3,2.0,28,rbf,12,4,0.22655529446486586,0.1936168989967757,0.748029611063332
62,noisy,Output1,X3,2.0,29,rbf,12,4,0.06734732932969213,0.05443988116905052,0.9968666210303181
62,noisy,Output1,X3,2.0,30,rbf,12,4,0.06973284658825994,0.049622031756272555,0.9949983966811753
62,noisy,Output1,X3,2.0,31,rbf,12,4,0.19222544757764332,0.17842468868093375,0.972713386316486
62,noisy,Output1,X3,2.0,32,rbf,12,4,0.19397991234284925,0.1536096864950387,0.9635801676738378
62,noisy,Output1,X3,2.0,33,rbf,12,4,0.12375806438903252,0.08034519729017364,0.9657174234581855
62,noisy,Output1,X3,2.0,34,rbf,12,4,0.294174851608717,0.2444814578115393,0.9120358110263234
62,noisy,Output1,X3,2.0,35,rbf,12,4,0.14522171821519614,0.13997487710898948,0.990140045352085
62,noisy,Output1,X3,2.0,36,rbf,12,4,0.4044756579411306,0.3432278890248832,0.8027662111669618
